,age,job,marital,education,default,housing,loan,contact,month,day_of_week
4493,45,services,single,high.school,no,yes,no,cellular,may,fri
4494,37,technician,single,university.degree,no,yes,no,cellular,jul,wed
4495,29,services,single,high.school,no,no,no,telephone,jun,wed
4496,44,technician,single,professional.course,no,yes,no,telephone,may,wed
4497,28,blue-collar,single,unknown,no,yes,no,cellular,jul,thu
4498,55,technician,married,basic.4y,no,no,yes,telephone,may,tue
4499,26,self-employed,single,university.degree,no,yes,no,cellular,sep,thu
4500,47,admin.,married,university.degree,no,yes,yes,cellular,apr,thu
4501,50,admin.,married,university.degree,no,yes,no,cellular,aug,thu
4502,39,admin.,single,high.school,no,no,no,cellular,may,thu
4503,38,admin.,married,basic.6y,no,no,no,cellular,jul,thu
4504,37,admin.,single,university.degree,no,no,no,cellular,aug,fri
4505,48,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue
4506,42,technician,married,university.degree,no,yes,yes,cellular,aug,thu
4507,32,admin.,married,high.school,no,yes,no,cellular,may,mon
4508,58,retired,married,professional.course,unknown,no,yes,telephone,may,tue
4509,47,blue-collar,married,unknown,unknown,yes,no,cellular,aug,thu
4510,38,technician,single,university.degree,no,yes,no,cellular,jul,fri
4511,34,management,married,university.degree,no,no,no,cellular,jul,wed
4512,32,blue-collar,married,basic.9y,no,yes,yes,cellular,may,wed
4513,36,services,married,high.school,unknown,yes,no,telephone,may,thu
4514,45,blue-collar,married,professional.course,no,yes,no,telephone,may,thu
4515,34,management,married,university.degree,no,yes,no,cellular,oct,fri
4516,51,admin.,single,university.degree,unknown,yes,yes,cellular,nov,fri
4517,36,technician,single,unknown,no,no,no,cellular,nov,fri
4518,31,admin.,married,university.degree,no,yes,no,cellular,aug,tue
4519,44,housemaid,married,basic.4y,unknown,yes,no,cellular,jul,mon
4520,47,blue-collar,married,basic.4y,unknown,yes,yes,cellular,may,mon
4521,39,blue-collar,divorced,high.school,unknown,no,yes,cellular,may,fri
4522,29,technician,single,professional.course,no,no,no,cellular,aug,thu
4523,28,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,may,mon
4524,36,admin.,married,university.degree,no,yes,no,cellular,aug,wed
4525,30,services,married,high.school,no,yes,no,cellular,nov,thu
4526,35,technician,married,professional.course,no,yes,no,telephone,may,mon
4527,38,admin.,married,university.degree,no,yes,no,cellular,aug,fri
4528,72,retired,married,basic.4y,no,no,no,telephone,apr,tue
4529,39,management,married,university.degree,no,yes,no,telephone,jun,fri
4530,34,admin.,married,university.degree,no,yes,no,telephone,jun,tue
4531,34,technician,single,university.degree,no,no,no,cellular,jul,tue
4532,31,admin.,single,university.degree,no,yes,no,telephone,may,fri
4533,30,admin.,married,high.school,no,no,no,telephone,jun,thu
4534,40,management,married,university.degree,no,no,yes,cellular,aug,tue
4535,24,admin.,single,high.school,no,yes,no,cellular,jul,thu
4536,33,entrepreneur,married,university.degree,no,yes,no,telephone,jul,mon
4537,20,student,single,basic.9y,no,no,no,cellular,aug,wed
4538,36,admin.,divorced,high.school,no,no,no,telephone,jun,thu
4539,31,self-employed,single,high.school,no,yes,no,cellular,may,fri
4540,45,admin.,married,university.degree,no,yes,no,telephone,jul,thu
4541,51,services,married,professional.course,unknown,no,no,cellular,may,thu
4542,24,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed
4543,39,admin.,married,basic.6y,unknown,no,no,cellular,jul,wed
4544,54,housemaid,married,basic.4y,unknown,no,no,telephone,jun,wed
4545,57,technician,married,professional.course,unknown,yes,no,cellular,jul,mon
4546,33,admin.,single,high.school,no,yes,no,cellular,apr,wed
4547,34,services,divorced,basic.9y,unknown,no,no,telephone,jun,thu
4548,32,technician,single,university.degree,no,yes,no,cellular,apr,tue
4549,26,blue-collar,single,basic.6y,unknown,yes,no,cellular,jul,tue
4550,38,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,wed
4551,30,technician,married,basic.9y,no,no,no,cellular,may,wed
4552,71,housemaid,married,unknown,no,yes,no,cellular,may,fri
4553,38,technician,married,university.degree,no,yes,no,telephone,sep,thu
4554,49,services,married,basic.6y,unknown,yes,no,telephone,may,thu
4555,29,admin.,married,high.school,no,no,no,cellular,may,thu
4556,54,admin.,married,high.school,no,no,no,cellular,oct,wed
4557,31,technician,single,professional.course,no,yes,no,telephone,aug,wed
4558,63,retired,married,basic.4y,no,no,no,cellular,aug,thu
4559,37,services,married,high.school,unknown,no,yes,telephone,may,tue
4560,32,technician,married,university.degree,no,no,no,cellular,aug,thu
4561,26,admin.,married,high.school,no,yes,no,cellular,oct,mon
4562,38,blue-collar,married,basic.6y,no,yes,no,cellular,jul,tue
4563,42,admin.,married,university.degree,no,no,no,telephone,dec,fri
4564,33,admin.,married,university.degree,no,yes,no,cellular,sep,thu
4565,33,blue-collar,married,basic.9y,no,yes,no,cellular,jul,tue
4566,49,services,married,basic.4y,unknown,no,no,cellular,aug,mon
4567,42,management,married,university.degree,no,no,no,telephone,oct,fri
4568,33,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon
4569,45,entrepreneur,divorced,basic.9y,no,yes,no,cellular,may,tue
4570,49,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon
4571,37,blue-collar,married,high.school,no,yes,no,cellular,apr,mon
4572,37,technician,married,university.degree,no,no,no,telephone,jun,thu
4573,34,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri
4574,56,housemaid,divorced,basic.4y,no,no,no,cellular,nov,thu
4575,34,technician,married,professional.course,no,no,no,cellular,aug,mon
4576,58,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,thu
4577,34,admin.,married,university.degree,no,yes,no,telephone,jun,mon
4578,29,technician,single,university.degree,no,no,no,cellular,may,mon
4579,56,retired,married,basic.4y,no,no,no,telephone,may,wed
4580,54,services,married,high.school,no,yes,no,cellular,aug,tue
4581,29,services,single,high.school,unknown,no,no,telephone,jun,mon
4582,27,technician,married,professional.course,no,no,no,telephone,jul,mon
4583,30,admin.,married,basic.6y,no,yes,no,cellular,jul,thu
4584,25,admin.,single,high.school,no,yes,no,telephone,jun,wed
4585,28,blue-collar,married,basic.6y,unknown,no,no,telephone,may,fri
4586,36,management,married,university.degree,no,no,yes,cellular,apr,wed
4587,50,admin.,married,university.degree,no,no,no,telephone,jul,mon
4588,48,technician,married,high.school,no,no,no,telephone,may,fri
4589,31,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,wed
4590,46,blue-collar,married,basic.9y,no,yes,no,cellular,aug,wed
4591,27,blue-collar,single,professional.course,no,yes,no,telephone,oct,mon
4592,40,self-employed,married,professional.course,unknown,no,no,cellular,apr,tue
4593,33,admin.,single,university.degree,no,yes,no,cellular,aug,wed
4594,48,management,married,basic.9y,no,yes,no,cellular,may,tue
4595,28,self-employed,single,university.degree,no,no,no,telephone,may,tue
4596,29,self-employed,married,high.school,no,no,no,telephone,may,mon
4597,41,technician,married,high.school,no,no,no,telephone,jun,fri
4598,31,services,single,high.school,no,no,no,cellular,jul,thu
4599,43,entrepreneur,married,high.school,no,no,no,cellular,jul,thu
4600,32,management,single,university.degree,no,unknown,unknown,telephone,may,thu
4601,32,admin.,single,high.school,no,yes,no,telephone,jul,fri
4602,34,technician,single,university.degree,no,no,no,cellular,jul,tue
4603,30,admin.,single,university.degree,no,no,no,cellular,aug,thu
4604,32,blue-collar,single,university.degree,unknown,yes,no,cellular,nov,tue
4605,43,admin.,divorced,professional.course,no,yes,no,telephone,nov,tue
4606,42,admin.,married,university.degree,no,yes,no,cellular,aug,thu
4607,44,entrepreneur,married,basic.4y,unknown,no,no,telephone,jun,tue
4608,19,student,single,unknown,no,yes,no,cellular,apr,fri
4609,42,management,divorced,university.degree,no,yes,no,cellular,jul,fri
4610,29,services,married,high.school,no,yes,no,cellular,aug,wed
4611,28,admin.,single,university.degree,no,no,no,cellular,aug,wed
4612,23,student,single,professional.course,no,yes,no,cellular,sep,wed
4613,30,blue-collar,married,unknown,no,no,yes,telephone,jun,tue
4614,56,admin.,married,university.degree,no,yes,no,cellular,aug,wed
4615,34,technician,single,professional.course,no,yes,no,cellular,may,tue
4616,31,services,married,high.school,no,yes,no,telephone,may,mon
4617,41,self-employed,married,professional.course,no,yes,no,cellular,aug,mon
4618,49,technician,married,professional.course,no,no,no,cellular,apr,thu
4619,31,unemployed,married,professional.course,no,yes,no,cellular,may,thu
4620,77,retired,married,basic.4y,no,yes,no,cellular,sep,thu
4621,36,retired,single,university.degree,no,yes,no,cellular,may,tue
4622,33,admin.,single,university.degree,no,yes,no,cellular,jun,tue
4623,49,unknown,married,high.school,unknown,no,yes,cellular,aug,tue
4624,34,student,divorced,basic.6y,no,yes,no,cellular,jul,thu
4625,31,admin.,married,university.degree,no,no,no,telephone,jul,wed
4626,41,technician,single,university.degree,unknown,no,no,telephone,may,wed
4627,20,blue-collar,married,basic.4y,no,no,yes,cellular,jul,tue
4628,39,blue-collar,divorced,basic.6y,no,yes,no,cellular,apr,fri
4629,48,blue-collar,single,basic.4y,no,yes,no,cellular,may,tue
4630,30,services,single,high.school,no,no,no,cellular,may,mon
4631,31,admin.,single,basic.9y,no,no,no,telephone,jun,thu
4632,31,blue-collar,single,basic.4y,no,no,no,cellular,jul,mon
4633,35,services,married,high.school,no,yes,no,cellular,aug,tue
4634,45,management,married,university.degree,no,no,no,telephone,may,fri
4635,40,admin.,married,university.degree,unknown,yes,yes,telephone,may,mon
4636,36,admin.,divorced,university.degree,unknown,no,no,telephone,jul,thu
4637,59,housemaid,divorced,university.degree,no,no,no,cellular,jul,tue
4638,33,admin.,married,university.degree,no,yes,no,cellular,aug,thu
4639,70,retired,married,university.degree,no,yes,no,cellular,aug,mon
4640,50,admin.,married,university.degree,no,yes,no,cellular,jul,thu
4641,25,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,tue
4642,41,self-employed,divorced,university.degree,unknown,yes,no,telephone,jun,fri
4643,48,services,married,high.school,no,no,no,cellular,aug,thu
4644,48,admin.,married,university.degree,no,yes,yes,telephone,may,wed
4645,46,admin.,single,university.degree,no,yes,no,cellular,jul,fri
4646,31,admin.,single,university.degree,no,no,no,cellular,nov,thu
4647,56,admin.,divorced,unknown,no,no,no,cellular,dec,wed
4648,30,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed
4649,51,admin.,divorced,high.school,no,no,no,cellular,aug,tue
4650,36,self-employed,divorced,professional.course,no,yes,no,cellular,aug,wed
4651,53,self-employed,married,basic.4y,unknown,yes,no,cellular,may,mon
4652,51,technician,married,high.school,no,no,no,cellular,jul,mon
4653,60,entrepreneur,married,basic.4y,no,unknown,unknown,telephone,may,thu
4654,35,admin.,single,university.degree,no,yes,no,cellular,aug,mon
4655,38,blue-collar,married,basic.6y,no,yes,no,telephone,jun,fri
4656,36,blue-collar,married,basic.9y,no,no,no,cellular,may,mon
4657,54,housemaid,married,basic.4y,no,yes,no,cellular,aug,tue
4658,38,management,married,university.degree,no,yes,yes,cellular,nov,tue
4659,26,management,single,university.degree,no,no,no,cellular,may,tue
4660,30,technician,single,professional.course,no,unknown,unknown,telephone,jun,thu
4661,32,services,single,high.school,no,yes,no,telephone,jun,fri
4662,32,admin.,single,university.degree,no,no,no,telephone,may,wed
4663,34,technician,married,high.school,no,yes,no,cellular,aug,thu
4664,52,admin.,married,high.school,no,yes,yes,cellular,nov,fri
4665,46,self-employed,single,high.school,no,no,no,telephone,jun,fri
4666,25,management,married,basic.6y,no,no,no,cellular,jul,wed
4667,32,technician,married,high.school,no,yes,no,cellular,aug,wed
4668,49,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,thu
4669,55,admin.,divorced,high.school,no,no,no,cellular,nov,wed
4670,26,services,single,high.school,no,no,no,telephone,may,fri
4671,24,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon
4672,32,blue-collar,single,high.school,no,yes,no,cellular,may,thu
4673,48,admin.,married,high.school,unknown,no,yes,cellular,dec,thu
4674,33,admin.,single,university.degree,no,yes,no,cellular,nov,thu
4675,42,self-employed,married,university.degree,no,yes,no,cellular,apr,tue
4676,36,technician,married,professional.course,no,yes,no,cellular,aug,thu
4677,33,services,married,basic.9y,no,no,yes,cellular,may,tue
4678,41,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon
4679,25,student,single,unknown,no,no,no,cellular,jun,mon
4680,58,unknown,married,basic.9y,no,yes,no,cellular,dec,thu
4681,23,admin.,married,professional.course,no,no,yes,telephone,jun,mon
4682,37,entrepreneur,single,university.degree,no,no,no,telephone,may,fri
4683,22,technician,single,university.degree,no,no,no,cellular,may,fri
4684,44,management,married,university.degree,unknown,no,yes,telephone,may,wed
4685,27,blue-collar,single,basic.4y,no,no,no,cellular,jul,thu
4686,52,unemployed,married,basic.4y,no,no,no,cellular,aug,tue
4687,57,admin.,married,university.degree,unknown,no,no,cellular,aug,tue
4688,47,admin.,married,basic.9y,no,yes,no,cellular,jul,mon
4689,39,management,married,university.degree,no,no,no,cellular,nov,tue
4690,28,admin.,single,high.school,no,no,no,cellular,apr,thu
4691,47,technician,married,professional.course,no,yes,no,cellular,nov,thu
4692,69,blue-collar,married,unknown,no,yes,no,cellular,aug,tue
4693,54,services,single,high.school,unknown,no,no,telephone,may,fri
4694,37,services,single,basic.6y,no,yes,no,cellular,may,wed
4695,36,admin.,married,university.degree,no,yes,no,telephone,may,thu
4696,39,technician,married,professional.course,no,yes,no,telephone,dec,tue
4697,40,blue-collar,married,professional.course,no,yes,no,cellular,jul,mon
4698,59,retired,married,professional.course,unknown,yes,yes,cellular,jul,mon
4699,40,admin.,married,high.school,no,no,no,telephone,may,fri
4700,38,blue-collar,married,basic.9y,no,no,no,telephone,may,wed
4701,39,blue-collar,married,basic.9y,unknown,no,yes,cellular,may,wed
4702,34,services,single,high.school,no,no,no,telephone,jun,tue
4703,43,services,married,high.school,no,no,no,telephone,may,mon
4704,44,management,single,high.school,no,no,no,cellular,may,mon
4705,30,entrepreneur,divorced,high.school,no,no,no,telephone,nov,fri
4706,50,technician,married,university.degree,no,no,no,cellular,jul,fri
4707,32,technician,single,university.degree,no,no,no,cellular,nov,thu
4708,32,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon
4709,49,blue-collar,divorced,basic.6y,unknown,yes,no,cellular,jul,mon
4710,37,admin.,married,high.school,no,yes,yes,telephone,jul,wed
4711,29,self-employed,married,professional.course,unknown,yes,yes,cellular,jul,wed
4712,30,admin.,married,university.degree,no,yes,yes,cellular,aug,thu
4713,37,management,married,university.degree,unknown,no,no,cellular,aug,wed
4714,23,student,single,high.school,no,no,no,telephone,mar,fri
4715,31,services,single,high.school,unknown,yes,no,telephone,may,thu
4716,35,management,married,university.degree,no,no,no,cellular,jul,wed
4717,31,admin.,married,high.school,no,no,no,telephone,may,thu
4718,32,technician,single,university.degree,no,yes,yes,cellular,may,tue
4719,57,blue-collar,married,basic.9y,unknown,yes,no,cellular,nov,fri
4720,50,housemaid,married,unknown,no,yes,no,telephone,jun,thu
4721,41,self-employed,married,professional.course,no,no,no,cellular,aug,mon
4722,43,services,single,high.school,no,no,no,cellular,jul,tue
4723,33,admin.,married,high.school,unknown,yes,no,cellular,aug,tue
4724,40,blue-collar,married,high.school,no,no,no,telephone,may,wed
4725,29,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon
4726,48,admin.,married,high.school,no,yes,no,cellular,aug,mon
4727,41,services,single,high.school,no,yes,no,telephone,jul,tue
